I
1100 Version - data cycle 1611, build 20161011, metadata NavXP1100. Copyright (c) 2016 Navigraph. License: GPL+2

 6   0.986638889  -79.626944444       21    11070    25 300182.408  IES SETN SE 18 GS
12   0.986638889  -79.626944444       21    11070    25      0.000  IES SETN SE GENERAL RIVADENEIRA DME-ILS
 4 -25.256944444  -57.523333333      298    10950    25    192.401 IPST SGAS SG 20 ILS-cat-I
 6 -25.228055556  -57.515000000      298    10950    25 300192.401 IPST SGAS SG 20 GS
12 -25.228055556  -57.515000000      298    10950    25      0.000 IPST SGAS SG SILVIO PETTIROSSI INTL DME-ILS
 4 -25.469166667  -54.856388889      774    11130    25    220.628 ICES SGES SG 23 ILS-cat-I
 6 -25.442500000  -54.837777778      774    11130    25 300220.628 ICES SGES SG 23 GS
 4   7.136611111  -73.188555556     3851    11070    25    339.477 IBGA SKBG SK 35 ILS-cat-I
 6   7.119083333  -73.182444444     3851    11070    25 300339.477 IBGA SKBG SK 35 GS
12   7.118972222  -73.182555556     3851    11070    25      0.000 IBGA SKBG SK PALONEGRO DME-ILS
 4   4.687702778  -74.139069444     8344    11070    25    127.232 IADO SKBO SK 13R ILS-cat-II
 6   4.708105556  -74.167605556     8344    11070    25 300127.232 IADO SKBO SK 13R GS
12   4.708105556  -74.167605556     8344    11070    25      0.000 IADO SKBO SK ELDORADO INTL DME-ILS
 4   4.691152778  -74.122680556     8355    11130    25    127.197 IEDR SKBO SK 13L ILS-cat-I
 6   4.712494444  -74.149180556     8355    11130    25 300127.197 IEDR SKBO SK 13L GS
12   4.712494444  -74.149180556     8355    11130    25      0.000 IEDR SKBO SK ELDORADO INTL DME-ILS
 4  10.901186111  -74.770952778       77    10990    25     40.095 IBAQ SKBQ SK 05 ILS-cat-I
 6  10.882444444  -74.788461111       77    10990    25 300040.095 IBAQ SKBQ SK 05 GS
12  10.882444444  -74.788461111       77    10990    25      0.000 IBAQ SKBQ SK ERNESTO CORTISSOZ DME-ILS
 4   7.921288889  -72.507888889     1098    10990    25    148.927 ICUC SKCC SK 16 ILS-cat-I
 6   7.937783333  -72.516819444     1098    10990    25 300148.927 ICUC SKCC SK 16 GS
12   7.937783333  -72.516819444     1098    10990    25      0.000 ICUC SKCC SK CAMILO DAZA INTL DME-ILS
 4   7.916325000  -72.515027778     1010    11030    25    197.017 ICUX SKCC SK 21 ILS-cat-I
 6   7.932233333  -72.511158333     1010    11030    25 300197.017 ICUX SKCC SK 21 GS
12   7.932233333  -72.511158333     1010    11030    25      0.000 ICUX SKCC SK CAMILO DAZA INTL DME-ILS
 4   3.558558333  -76.379016667     3162    10990    25      9.828 IPAS SKCL SK 01 ILS-cat-I
 6   3.532208333  -76.382602778     3162    10990    25 300009.828 IPAS SKCL SK 01 GS
12   3.532208333  -76.382602778     3162    10990    25      0.000 IPAS SKCL SK ALFONSO BONILLA ARAGON IN DME-ILS
 4  11.232580556  -72.478716667      365    11030    25     90.012 ICJN SKLM SK 10 ILS-cat-I
 6  11.231816667  -72.494383333      365    11030    25 300090.012 ICJN SKLM SK 10 GS
 4  -4.201666667  -69.945833333      300    11090    25    200.884 ILET SKLT SK 21 ILS-cat-I
 6  -4.185555556  -69.940833333      300    11090    25 300200.884 ILET SKLT SK 21 GS
12  -4.185555556  -69.940833333      300    11090    25      0.000 ILET SKLT SK ALFREDO VASQUEZ COBO DME-ILS
 4   8.831944444  -75.833333333       40    11090    25    317.952 IMTR SKMR SK 32 ILS-cat-I
 6   8.818055556  -75.819722222       40    11090    25 300317.952 IMTR SKMR SK 32 GS
12   8.818055556  -75.819722222       40    11090    25      0.000 IMTR SKMR SK MONTERIA DME-ILS
 5   1.385555556  -77.293888889        0    11070    25    194.651 IPSO SKPS SK 20 LOC
12   1.385555556  -77.293888889     5840    11070    25      1.300 IPSO SKPS SK ANTONIO NARINO DME-ILS
 4   6.182852778  -75.423238889     7076    11090    25    359.625 IMDE SKRG SK 01 ILS-cat-I
 6   6.151333333  -75.421950000     7076    11090    25 300359.625 IMDE SKRG SK 01 GS
12   6.151333333  -75.421950000     7046    11090    25      0.000 IMDE SKRG SK JOSE MARIA CORDOVA DME-ILS
 4   5.695000000  -76.647777778      204    11070    25    302.541 IUIB SKUI SK 31 ILS-cat-I
 6   5.688055556  -76.638055556      204    11070    25 300302.541 IUIB SKUI SK 31 GS
12   5.688055556  -76.638055556      204    11070    25      0.000 IUIB SKUI SK EL CARANO DME-ILS
 4   5.327500000  -72.375833333     1014    11090    25     44.267 IEYP SKYP SK 05 ILS-cat-I
 6   5.314722222  -72.390000000     1014    11090    25 300044.267 IEYP SKYP SK 05 GS
12   5.314722222  -72.390000000     1014    11090    25      0.000 IEYP SKYP SK EL YOPAL DME-ILS
 4 -17.408611111  -66.191666667     8360    11050    25    312.095 ILCO SLCB SL 32 ILS-cat-I
 6 -17.428888889  -66.169444444     8360    11050    25 330312.095 ILCO SLCB SL 32 GS
12 -17.428888889  -66.169444444     8360    11050    25      0.000 ILCO SLCB SL JORGE WILSTERMAN INTL DME-ILS
 4 -16.514055556  -68.169694444    13169    11030    25     91.883 ILPA SLLP SL 10 ILS-cat-I
 6 -16.511666667  -68.207888889    13169    11030    25 240091.883 ILPA SLLP SL 10 GS
12 -16.511666667  -68.207888889    13169    11030    25      0.000 ILPA SLLP SL EL ALTO INTL DME-ILS
 4 -17.629222222  -63.145805556     1224    11090    25    327.337  VCZ SLVR SL 34 ILS-cat-I
 6 -17.654805556  -63.126916667     1224    11090    25 300327.337  VCZ SLVR SL 34 GS
12 -17.654805556  -63.126916667     1224    11090    25      0.000  VCZ SLVR SL VIRU VIRU INTL DME-ILS
 4   5.452777778  -55.170555556       59    10990    25     89.422 IZAN SMJP SM 11 ILS-cat-I
 6   5.452555556  -55.200913889       59    10990    25 300089.422 IZAN SMJP SM 11 GS
 4   4.827238889  -52.345536111       26    11030    25     65.179   CA SOCA SO 08 ILS-cat-I
 6   4.814050000  -52.371391667       26    11030    25 300065.179   CA SOCA SO 08 GS
12   4.814050000  -52.371391667       34    11030    25      0.000   CA SOCA SO CAYENNE FELIX EBOUE DME-ILS
 4  -6.801333333  -79.828861111       97    10970    25    187.209 IJAQ SPHI SP 19 ILS-cat-I
 6  -6.779211111  -79.827866667       97    10970    25 300187.209 IJAQ SPHI SP 19 GS
12  -6.779211111  -79.827866667       97    10970    25      0.000 IJAQ SPHI SP JOSE ABELARDO QUINONES GO DME-ILS
 4 -12.037638889  -77.106555556      112    10970    25    154.253 IJCH SPJC SP 15 ILS-cat-III
 6 -12.010583333  -77.120916667      112    10970    25 300154.253 IJCH SPJC SP 15 GS
12 -12.010583333  -77.120916667      112    10970    25      0.000 IJCH SPJC SP JORGE CHAVEZ INTL DME-ILS
 4  -3.776997222  -73.297069444      306    10970    25     56.522 ISEC SPQT SP 06 ILS-cat-I
 6  -3.790288889  -73.315413889      306    10970    25 300056.522 ISEC SPQT SP 06 GS
12  -3.790288889  -73.315413889      306    10970    25      0.000 ISEC SPQT SP COL FRANCISCO SECADA VIGN DME-ILS
 4 -16.341444444  -71.554513889     8404    10970    25     93.171 IARB SPQU SP 10 ILS-cat-I
 6 -16.338855556  -71.582511111     8404    10970    25 300093.171 IARB SPQU SP 10 GS
12 -16.338855556  -71.582511111     8404    10970    25      0.000 IARB SPQU SP RODRIGUEZ BALLON DME-ILS
 4  -8.067463889  -79.104194444      128    10970    25     17.185 IMDP SPRU SP 02 ILS-cat-I
 6  -8.092513889  -79.110888889      128    10970    25 300017.185 IMDP SPRU SP 02 GS
12  -8.092513889  -79.110888889      128    10970    25      0.000 IMDP SPRU SP CAP CARLOS MARTINEZ DE PI DME-ILS
 4 -13.756897222  -76.230630556       40    10970    25    219.372 ISAN SPSO SP 22 ILS-cat-I
 6 -13.735730556  -76.214069444       40    10970    25 300219.372 ISAN SPSO SP 22 GS
12 -13.735730556  -76.214069444       40    10970    25      0.000 ISAN SPSO SP PISCO DME-ILS
 5  -6.496388889  -76.375555556        0    10970    25    349.883 IGPD SPST SP 35 LOC
12  -6.496388889  -76.375555556      866    10970    25      0.000 IGPD SPST SP CAP FAP GUILLERMO DEL CAS DME-ILS
 4 -18.040683333  -70.271161111     1540    10970    25     19.366 ICSR SPTN SP 02 ILS-cat-I
 6 -18.062222222  -70.277922222     1540    10970    25 250019.366 ICSR SPTN SP 02 GS
12 -18.062222222  -70.277922222     1406    10970    25      0.000 ICSR SPTN SP COL CARLOS CIRIANI SANTA DME-ILS
 4 -12.595000000  -69.228055556      659    10970    25      2.381 IPJA SPTU SP 01 ILS-cat-I
 6 -12.626666667  -69.228055556      659    10970    25 300002.381 IPJA SPTU SP 01 GS
12 -12.626666667  -69.228055556      659    10970    25      0.000 IPJA SPTU SP PADRE JOSE ALDAMIZ DME-ILS
 4 -11.844875000  -72.940727778     1253    10970    25    352.298 IMLV SPWT SP 35 ILS-cat-I
 6 -11.859516667  -72.938152778     1253    10970    25 300352.298 IMLV SPWT SP 35 GS
12 -11.859516667  -72.938152778     1253    10970    25      0.000 IMLV SPWT SP MALVINAS DME-ILS
 4 -33.371886111  -56.505897222      305    10990    25    203.180 IDUR SUDU SU 21 ILS-cat-I
 6 -33.353858333  -56.495225000      305    10990    25 300203.180 IDUR SUDU SU 21 GS
 4 -34.845358333  -56.042255556      105    10990    25    233.404 ICAR SUMU SU 24 ILS-cat-I
 6 -34.828877778  -56.017444444      105    10990    25 300233.404 ICAR SUMU SU 24 GS
12 -34.828877778  -56.017444444      105    10990    25      0.000 ICAR SUMU SU CARRASCO INTL/GEN C L BER DME-ILS
 4 -34.844944444  -56.030750000      105    11110    25    179.414 IMVD SUMU SU 19 ILS-cat-I
 6 -34.824611111  -56.031944444      105    11110    25 300179.414 IMVD SUMU SU 19 GS
12 -34.824625000  -56.031944444       66    11110    25      0.000 IMVD SUMU SU CARRASCO INTL/GEN C L BER DME-ILS
 4  10.098777778  -64.682583333       28    11090    25    142.673 IBNA SVBC SV 15 ILS-cat-I
 6  10.120472222  -64.698027778       28    11090    25 300142.673 IBNA SVBC SV 15 GS
12  10.120472222  -64.698027778       28    11090    25      0.000 IBNA SVBC SV GEN. JOSE ANTONIO ANZOATE DME-ILS
 4  10.044722222  -69.345555556     2089    11050    25     81.091 IBRM SVBM SV 09 ILS-cat-I
 6  10.039722222  -69.368333333     2089    11050    25 320081.091 IBRM SVBM SV 09 GS
12  10.039722222  -69.368333333     2044    11050    25      0.000 IBRM SVBM SV JACINTO LARA DME-ILS
 4  10.286250000  -66.806111111     2142    10970    25     93.946 ITUY SVCS SV 10 ILS-cat-I
 6  10.287694444  -66.822638889     2142    10970    25 370093.946 ITUY SVCS SV 10 GS
 4  10.576480556  -71.721138889      249    11010    25     22.702 IMAR SVMC SV 03L ILS-cat-I
 6  10.548916667  -71.734083333      249    11010    25 300022.702 IMAR SVMC SV 03L GS
12  10.548916667  -71.734083333      249    11010    25      0.000 IMAR SVMC SV LA CHINITA INTL DME-ILS
 4  10.915638889  -63.951888889      118    11010    25     78.289 IMTA SVMG SV 09 ILS-cat-I
 6  10.909277778  -63.977611111      118    11010    25 320078.289 IMTA SVMG SV 09 GS
12  10.915638889  -63.951888889       33    11010    25      0.000 IMTA SVMG SV DEL CARIBE INTL GEN SANTI DME-ILS
 4  10.604855556  -66.978902778      234    11010    25     88.127 IMIQ SVMI SV 10 ILS-cat-I
 6  10.604777778  -67.009888889      234    11010    25 300088.127 IMIQ SVMI SV 10 GS
12  10.604777778  -67.009888889      234    11010    25      0.000 IMIQ SVMI SV SIMON BOLIVAR INTL DME-ILS
 4  10.149333333  -67.912944444     1417    11030    25     92.660 IVAL SVVA SV 10 ILS-cat-I
 6  10.149527778  -67.939444444     1417    11030    25 340092.660 IVAL SVVA SV 10 GS
12  10.149527778  -67.939444444     1417    11030    25      0.000 IVAL SVVA SV ARTURO MICHELENA INTL DME-ILS
 4   8.626166667  -71.658250000      302    11030    25     81.900 IEVG SVVG SV 09 ILS-cat-I
 6   8.623383333  -71.684683333      302    11030    25 300081.900 IEVG SVVG SV 09 GS
12   8.626166667  -71.658250000      251    11030    25      0.000 IEVG SVVG SV JUAN PABLO PEREZ ALFONZO DME-ILS
 4   6.508433333  -58.244286111      127    10930    25     44.789 ITIM SYCJ SY 06 ILS-cat-I
 6   6.492952778  -58.258152778      127    10930    25 300044.789 ITIM SYCJ SY 06 GS
12   6.492952778  -58.258152778      127    10930    25      0.000 ITIM SYCJ SY CHEDDI JAGAN INTL DME-ILS
 2 -25.141388889  -57.495277778        0      340    25      0.000   ST SGAS SG SILVIO PETTIROSSI INTL(ASUNCIO NDB
 3  -7.373938889  112.771219444        9    11340    40      1.000  SBR ENRT WA SURABAYA VOR/DME
12  -7.373938889  112.771219444        9    11340    40      0.000  SBR ENRT WA SURABAYA VOR/DME
 3   1.552266667   98.891450000       33    11430   130     -0.000  SIX ENRT WI SIBOLGA VOR/DME
12   1.552266667   98.891450000       33    11430   130      0.000  SIX ENRT WI SIBOLGA VOR/DME
 3   1.222650000  103.854372222      194    11350   130     -0.000   SJ ENRT WS SINJON (SINGAPORE) VOR/DME
12   1.222650000  103.854372222      194    11350   130      0.000   SJ ENRT WS SINJON (SINGAPORE) VOR/DME
 3  -7.507716667  110.794405556      400    11630    40      1.000  SLO ENRT WA SOLO VOR/DME
12  -7.507716667  110.794405556      400    11630    40      0.000  SLO ENRT WA SOLO VOR/DME
 3  -7.022777778  113.890555556       10    11410    25      1.000  SMP ENRT WI TRUNOJOYO (SUMENEP) VOR/DME
12  -7.022777778  113.890555556       10    11410    25      0.000  SMP ENRT WI TRUNOJOYO (SUMENEP) VOR/DME
13 -15.506608333  167.217116667      184    11450    40      0.000  SON ENRT NV SANTO/PEKOA DME
 3  -2.497569444  112.971330556       10    11450   130      1.000  SPT ENRT WA SAMPIT VOR/DME
12  -2.497569444  112.971330556       10    11450   130      0.000  SPT ENRT WA SAMPIT VOR/DME
 3 -26.597683333  153.090297222       25    11420    40     11.000   SU ENRT YB SUNSHINE COAST VOR/DME
12 -26.597683333  153.090297222       25    11420    40      0.000   SU ENRT YB SUNSHINE COAST VOR/DME
 3 -45.794519444  170.477194444     2438    11270    40     25.000   SW ENRT NZ SWAMPY (DUNEDIN) VOR/DME
12 -45.794519444  170.477194444     2438    11270    40      0.000   SW ENRT NZ SWAMPY (DUNEDIN) VOR/DME
13 -33.943888889  151.182500000      103    11210   130      0.000   SY ENRT YM SYDNEY DME
 2   2.343333333  111.818333333        0      352    50      0.000   SB ENRT WB SIBU NDB
 2 -32.034747222  150.831033333        0      209    50      0.000  SCO ENRT YB SCONE NDB
 2   1.413472222  103.869488889        0      220    50      0.000  SEL ENRT WS SELETAR (SINGAPORE) NDB
 2 -35.885475000  174.357336111        0      366    50      0.000   SF ENRT NZ SPRINGFIELD (WHANGAREI) NDB
 2 -28.047161111  148.597172222        0      383    50      0.000  SGE ENRT YB SAINT GEORGE NDB
 2 -36.428361111  145.396022222        0      212    50      0.000  SHT ENRT YM SHEPPARTON NDB
 2   1.556166667   98.894136111        0      215    50      0.000   SK ENRT WI SIBOLGA NDB
 2  -8.490508333  117.416352778        0      404    50      0.000   SM ENRT WA SUMBAWA NDB
 2   3.088138889  101.573555556        0      355    50      0.000   SM ENRT WM KUALA LUMPUR NDB
 2   5.893000000  117.996361111        0      340    75      0.000   SN ENRT WB SANDAKAN NDB
 2  -7.512136111  110.746558333        0      255    50      0.000   SO ENRT WA SOLO NDB
 2 -15.506394444  167.216852778        0      412    50      0.000  SON ENRT NV SANTO/PEKOA NDB
 2  -2.504302778  112.978322222        0      305    50      0.000   SP ENRT WA SAMPIT NDB
 2 -26.592222222  153.091666667        0      380    50      0.000   SU ENRT YB SUNSHINE COAST NDB
 2  -9.308333333  125.286666667        0      326    25      0.000  SUI ENRT WP SUAI NDB
 2 -35.380500000  143.540305556        0      407    50      0.000  SWH ENRT YM SWAN HILL NDB
 2 -37.238344444  175.166838889        0      350    25      0.000   SY ENRT NZ SURREY NDB
 4 -27.167777778 -109.416944444      141    11030    25    117.123 IIPA SCIP SC 10 ILS-cat-I
 6 -27.158888889 -109.433055556      141    11030    25 250117.123 IIPA SCIP SC 10 GS
12 -27.158888889 -109.433055556      141    11030    25      0.000 IIPA SCIP SC MATAVERI INTL DME-ILS
 2  -6.178333333  120.440000000        0      337    15      0.000   SL WAWH WA AROEPALA (SELAYAR) NDB
 3  38.443744444 -121.551650000        3    11520   130     17.000  SAC ENRT K2 SACRAMENTO VORTAC
12  38.443744444 -121.551650000        3    11520   130      0.000  SAC ENRT K2 SACRAMENTO VORTAC DME
 3  41.119102778 -101.776055556     3256    11020    25      7.000  SAE ENRT K3 SEARLE (OGALLALA) VOR/DME
12  41.119102778 -101.776055556     3256    11020    25      0.000  SAE ENRT K3 SEARLE (OGALLALA) VOR/DME
 3  35.540541667 -106.064936111     6268    11060    40     13.000  SAF ENRT K2 SANTA FE VORTAC
12  35.540541667 -106.064936111     6268    11060    40      0.000  SAF ENRT K2 SANTA FE VORTAC DME
 3  38.485188889  -88.085813889      540    11660    40      3.000  SAM ENRT K5 SAMSVILLE VOR/DME
12  38.485188889  -88.085813889      540    11660    40      0.000  SAM ENRT K5 SAMSVILLE VOR/DME
 3  29.644030556  -98.461313889     1160    11680   130      8.000  SAT ENRT K4 SAN ANTONIO VORTAC
12  29.644030556  -98.461313889     1160    11680   130      0.000  SAT ENRT K4 SAN ANTONIO VORTAC DME
 3  37.855333333 -122.522752778     1040    11620    40     17.000  SAU ENRT K2 SAUSALITO VOR/DME
12  37.855333333 -122.522752778     1040    11620    40      0.000  SAU ENRT K2 SAUSALITO VOR/DME
 3  32.146266667  -81.199105556       22    11595   130     -6.000  SAV ENRT K7 SAVANNAH VORTAC
12  32.146266667  -81.199105556       22    11595   130      0.000  SAV ENRT K7 SAVANNAH VORTAC DME
 3  46.358922222  -87.397425000     1196    11710   130     -4.000  SAW ENRT K5 SAWYER VOR/DME
12  46.358922222  -87.397425000     1196    11710   130      0.000  SAW ENRT K5 SAWYER VOR/DME
 3  41.067544444  -74.538313889     1400    11570   130    -11.000  SAX ENRT K6 SPARTA VORTAC
12  41.067544444  -74.538313889     1400    11570   130      0.000  SAX ENRT K6 SPARTA VORTAC DME
 3  29.686719444  -94.037977778       10    11540    40      7.000  SBI ENRT K4 SABINE PASS VOR/DME
12  29.686719444  -94.037977778       10    11540    40      0.000  SBI ENRT K4 SABINE PASS VOR/DME
 3  40.583044444  -74.741794444      189    11290    40    -10.000  SBJ ENRT K6 SOLBERG VOR/DME
12  40.583044444  -74.741794444      189    11290    40      0.000  SBJ ENRT K6 SOLBERG VOR/DME
 3  36.675038889  -79.014500000      520    11040    40     -5.000  SBV ENRT K6 SOUTH BOSTON VORTAC
12  36.675038889  -79.014500000      520    11040    40      0.000  SBV ENRT K6 SOUTH BOSTON VORTAC DME
 3  38.345000000  -75.510583333       48    11120    40    -12.000  SBY ENRT K6 SALISBURY VORTAC
12  38.345000000  -75.510583333       48    11120    40      0.000  SBY ENRT K6 SALISBURY VORTAC DME
 3  41.604755556  -96.628838889     1318    11100    25      6.000  SCB ENRT K3 SCRIBNER VOR/DME
12  41.604755556  -96.628838889     1318    11100    25      0.000  SCB ENRT K3 SCRIBNER VOR/DME
 3  41.407055556 -118.034722222     4161    11430    40     18.000  SDO ENRT K2 SOD HOUSE VORTAC
12  41.407055556 -118.034722222     4161    11430    40      0.000  SDO ENRT K2 SOD HOUSE VORTAC DME
 3  35.215480556  -79.587936111      588    11180    40     -3.000  SDZ ENRT K7 SANDHILLS (SOUTHERN PINES VORTAC
12  35.215480556  -79.587936111      588    11180    40      0.000  SDZ ENRT K7 SANDHILLS (SOUTHERN PINES VORTAC DME
 3  47.435372222 -122.309616667      354    11680   130     19.000  SEA ENRT K1 SEATTLE VORTAC
12  47.435697222 -122.309991667      354    11680   130      0.000  SEA ENRT K1 SEATTLE VORTAC DME
 3  40.790858333  -76.884041667      610    11040    40     -8.000  SEG ENRT K6 SELINSGROVE VORTAC
12  40.790858333  -76.884041667      610    11040    40      0.000  SEG ENRT K6 SELINSGROVE VORTAC DME
 3  41.167436111  -71.576086111      100    11780    40    -15.000  SEY ENRT K6 SANDY POINT (BLOCK ISLAND VOR/DME
12  41.167436111  -71.576086111      100    11780    40      0.000  SEY ENRT K6 SANDY POINT (BLOCK ISLAND VOR/DME
 3  41.695252778  -77.419905556     1985    10860    40     -8.000  SFK ENRT K6 STONYFORK VOR/DME
12  41.695252778  -77.419905556     1985    10860    40      0.000  SFK ENRT K6 STONYFORK VOR/DME
 3  31.748116667 -105.086811111     3730    11300    40     12.000  SFL ENRT K4 SALT FLAT VORTAC
12  31.748116667 -105.086811111     3730    11300    40      0.000  SFL ENRT K4 SALT FLAT VORTAC DME
 3  37.619483333 -122.373894444        7    11580    40     17.000  SFO ENRT K2 SAN FRANCISCO VOR/DME
12  37.619483333 -122.373894444        7    11580    40      0.000  SFO ENRT K2 SAN FRANCISCO VOR/DME
 3  38.179361111 -122.373152778        6    11210    40     17.000  SGD ENRT K2 SCAGGS ISLAND (NAPA) VORTAC
12  38.179361111 -122.373152778        6    11210    40      0.000  SGD ENRT K2 SCAGGS ISLAND (NAPA) VORTAC DME
 3  37.355947222  -93.334041667     1240    11690   130      4.000  SGF ENRT K3 SPRINGFIELD VORTAC
12  37.355947222  -93.334041667     1240    11690   130      0.000  SGF ENRT K3 SPRINGFIELD VORTAC DME
 3  39.836536111  -83.844961111     1047    11320    25     -4.000  SGH ENRT K5 SPRINGFIELD VOR/DME
12  39.836536111  -83.844961111     1047    11320    25      0.000  SGH ENRT K5 SPRINGFIELD VOR/DME
 3  29.956725000  -81.330219444        6    10940    25     -6.000  SGJ ENRT K7 SAINT AUGUSTINE VOR/DME
12  29.956725000  -81.330219444        6    10940    25      0.000  SGJ ENRT K7 SAINT AUGUSTINE VOR/DME
 3  39.632541667  -85.824316667      805    11200    40      1.000  SHB ENRT K5 SHELBYVILLE VORTAC
12  39.632541667  -85.824316667      805    11200    40      0.000  SHB ENRT K5 SHELBYVILLE VORTAC DME
 3  33.982713889  -98.487672222     1020    11080    40      5.000  SHP ENRT K4 SHEPPARD (WICHITA FALLS) TACAN
12  33.982713889  -98.487672222     1020    11080    40      0.000  SHP ENRT K4 SHEPPARD (WICHITA FALLS) TACAN DME
 3  44.842300000 -107.061100000     4397    11530    40     10.000  SHR ENRT K1 SHERIDAN VOR/DME
12  44.842300000 -107.061100000     4397    11530    40      0.000  SHR ENRT K1 SHERIDAN VOR/DME
 3  38.040616667  -92.602411111      932    10840    40     -0.000  SHY ENRT K3 SUNSHINE (KAISER) VOR/DME
12  38.040616667  -92.602411111      932    10840    40      0.000  SHY ENRT K3 SUNSHINE (KAISER) VOR/DME
 3  39.095508333  -74.800344444        8    11480   130     -9.000  SIE ENRT K6 SEA ISLE VORTAC
12  39.095508333  -74.800344444        8    11480   130      0.000  SIE ENRT K6 SEA ISLE VORTAC DME
 3  37.374711111 -121.944666667       35    11410    40     16.000  SJC ENRT K2 SAN JOSE VOR/DME
12  37.374711111 -121.944666667       35    11410    40      0.000  SJC ENRT K2 SAN JOSE VOR/DME
 3  30.725980556  -88.359294444      190    11530   130      5.000  SJI ENRT K7 SEMMES (MOBILE) VORTAC
12  30.725980556  -88.359294444      190    11530   130      0.000  SJI ENRT K7 SEMMES (MOBILE) VORTAC DME
 3  34.424041667 -109.143530556     6840    11230   130     12.000  SJN ENRT K2 ST JOHNS VORTAC
12  34.424041667 -109.143530556     6840    11230   130      0.000  SJN ENRT K2 ST JOHNS VORTAC DME
 3  31.374952778 -100.454875000     1890    11510   130     10.000  SJT ENRT K4 SAN ANGELO VORTAC
12  31.374952778 -100.454875000     1890    11510   130      0.000  SJT ENRT K4 SAN ANGELO VORTAC DME
 3  47.610119444 -117.662069444     2438    11140    40     16.000  SKA ENRT K1 FAIRCHILD (SPOKANE) TACAN
12  47.610119444 -117.662069444     2438    11140    40      0.000  SKA ENRT K1 FAIRCHILD (SPOKANE) TACAN DME
 3  38.545361111  -89.851647222      440    11220    25     -2.000  SKE ENRT K5 SCOTT (BELLEVILLE) TACAN
12  38.545361111  -89.851647222      440    11220    25      0.000  SKE ENRT K5 SCOTT (BELLEVILLE) TACAN DME
 3  41.434466667  -82.654819444      580    10920    40     -4.000  SKY ENRT K5 SANDUSKY VOR/DME
12  41.434466667  -82.654819444      580    10920    40      0.000  SKY ENRT K5 SANDUSKY VOR/DME
 3  33.783297222 -118.054755556       23    11570    40     15.000  SLI ENRT K2 SEAL BEACH (LOS ALAMITOS) VORTAC
12  33.783297222 -118.054755556       23    11570    40      0.000  SLI ENRT K2 SEAL BEACH (LOS ALAMITOS) VORTAC DME
 3  44.384558333  -74.204502778     1647    10920    40    -14.000  SLK ENRT K6 SARANAC LAKE VOR/DME
12  44.384558333  -74.204502778     1647    10920    40      0.000  SLK ENRT K6 SARANAC LAKE VOR/DME
 3  38.925138889  -97.621333333     1316    11710   130      7.000  SLN ENRT K3 SALINA VORTAC
12  38.925138889  -97.621333333     1316    11710   130      0.000  SLN ENRT K3 SALINA VORTAC DME
 3  33.198561111  -95.542597222      508    10900    40      8.000  SLR ENRT K4 SULPHUR SPRINGS VOR/DME
12  33.198561111  -95.542597222      508    10900    40      0.000  SLR ENRT K4 SULPHUR SPRINGS VOR/DME
 3  41.512758333  -77.970111111     2310    11390   130     -8.000  SLT ENRT K6 SLATE RUN VORTAC
12  41.512758333  -77.970111111     2310    11390   130      0.000  SLT ENRT K6 SLATE RUN VORTAC DME
 3  34.010244444 -118.456716667      114    11080    40     15.000  SMO ENRT K2 SANTA MONICA VOR/DME
12  34.010244444 -118.456716667      114    11080    40      0.000  SMO ENRT K2 SANTA MONICA VOR/DME
 3  36.663836111 -121.603186111       80    11730   130     17.000  SNS ENRT K2 SALINAS VORTAC
12  36.663836111 -121.603186111       80    11730   130      0.000  SNS ENRT K2 SALINAS VORTAC DME
 3  41.096666667 -102.983000000     4300    11590   130     13.000  SNY ENRT K3 SIDNEY VOR/DME
12  41.096666667 -102.983000000     4300    11590   130      0.000  SNY ENRT K3 SIDNEY VOR/DME
 3  35.790100000  -83.052369444     4239    10880    40     -4.000  SOT ENRT K7 SNOWBIRD VORTAC
12  35.790100000  -83.052369444     4239    10880    40      0.000  SOT ENRT K7 SNOWBIRD VORTAC DME
 3  35.033625000  -81.927011111      935    11570   130     -2.000  SPA ENRT K7 SPARTANBURG VORTAC
12  35.033625000  -81.927011111      935    11570   130      0.000  SPA ENRT K7 SPARTANBURG VORTAC DME
 3  39.839733333  -89.677736111      586    11270   130     -1.000  SPI ENRT K5 SPINNER (SPRINGFIELD) VORTAC
12  39.839733333  -89.677736111      586    11270   130      0.000  SPI ENRT K5 SPINNER (SPRINGFIELD) VORTAC DME
 3  33.987286111  -98.593472222     1133    11270   130     10.000  SPS ENRT K4 WICHITA FALLS VORTAC
12  33.987286111  -98.593472222     1133    11270   130      0.000  SPS ENRT K4 WICHITA FALLS VORTAC DME
 3  43.162177778  -95.200991667     1335    11000    40      5.000  SPW ENRT K3 SPENCER VOR/DME
12  43.162177778  -95.200991667     1335    11000    40      0.000  SPW ENRT K3 SPENCER VOR/DME
 3  33.463850000  -90.277350000      127    11470   130      3.000  SQS ENRT K7 SIDON VORTAC
12  33.463850000  -90.277350000      127    11470   130      0.000  SQS ENRT K7 SIDON VORTAC DME
 3  27.407016667  -82.563655556       19    11700   130     -5.000  SRQ ENRT K7 SARASOTA VOR/DME
12  27.407016667  -82.563655556       19    11700   130      0.000  SRQ ENRT K7 SARASOTA VOR/DME
 3  33.977855556  -80.466244444      236    11010    25     -8.000  SSC ENRT K7 SHAW (SUMTER) TACAN
